Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED,Event Name,Year
6,4592,18.00,420.00,531.00,230.00,229.00,9-3-0,0,12,South Florida Regional ,2014
7,179,16.00,630.00,585.00,300.00,467.00,8-4-0,0,12,South Florida Regional ,2014
8,3653,16.00,370.00,507.00,100.00,361.00,8-4-0,0,12,South Florida Regional ,2014
9,348,16.00,370.00,440.00,250.00,296.00,8-4-0,0,12,South Florida Regional ,2014
10,3992,15.00,410.00,365.00,130.00,273.00,7-4-1,0,12,South Florida Regional ,2014
11,3410,14.00,430.00,560.00,270.00,342.00,7-5-0,0,12,South Florida Regional ,2014
12,108,14.00,400.00,571.00,270.00,380.00,7-5-0,0,12,South Florida Regional ,2014
13,1065,14.00,360.00,655.00,290.00,338.00,7-5-0,0,12,South Florida Regional ,2014
14,2383,14.00,350.00,420.00,160.00,252.00,7-5-0,0,12,South Florida Regional ,2014
15,21,14.00,340.00,466.00,190.00,280.00,7-5-0,0,12,South Florida Regional ,2014
16,1902,14.00,320.00,361.00,180.00,357.00,7-5-0,0,12,South Florida Regional ,2014
17,4118,14.00,300.00,460.00,280.00,394.00,7-5-0,0,12,South Florida Regional ,2014
18,386,14.00,290.00,365.00,210.00,371.00,7-5-0,0,12,South Florida Regional ,2014
19,4026,14.00,240.00,442.00,250.00,343.00,7-5-0,0,12,South Florida Regional ,2014
20,59,13.00,260.00,295.00,210.00,276.00,6-5-1,0,12,South Florida Regional ,2014
21,744,12.00,350.00,555.00,150.00,264.00,6-6-0,0,12,South Florida Regional ,2014
22,3932,12.00,300.00,500.00,240.00,211.00,6-6-0,0,12,South Florida Regional ,2014
23,4965,12.00,300.00,355.00,180.00,235.00,6-6-0,0,12,South Florida Regional ,2014
24,3164,12.00,280.00,353.00,210.00,336.00,6-6-0,0,12,South Florida Regional ,2014
25,539,12.00,260.00,360.00,100.00,130.00,6-6-0,0,12,South Florida Regional ,2014
26,5196,12.00,250.00,395.00,130.00,320.00,6-6-0,0,12,South Florida Regional ,2014
27,4403,12.00,250.00,291.00,210.00,293.00,6-6-0,0,12,South Florida Regional ,2014
28,1369,12.00,240.00,370.00,150.00,382.00,6-6-0,0,12,South Florida Regional ,2014
29,4533,11.00,340.00,475.00,230.00,170.00,5-6-1,0,12,South Florida Regional ,2014
30,3354,11.00,180.00,335.00,230.00,353.00,5-6-1,0,12,South Florida Regional ,2014
31,3242,10.00,310.00,401.00,240.00,358.00,5-7-0,0,12,South Florida Regional ,2014
32,1523,10.00,260.00,485.00,240.00,294.00,5-7-0,0,12,South Florida Regional ,2014
33,3933,10.00,230.00,364.00,160.00,342.00,5-7-0,0,12,South Florida Regional ,2014
34,5327,10.00,230.00,331.00,160.00,278.00,5-7-0,0,12,South Florida Regional ,2014
35,4622,10.00,100.00,350.00,210.00,299.00,5-7-0,0,12,South Florida Regional ,2014
36,4471,8.00,250.00,350.00,120.00,277.00,4-8-0,0,12,South Florida Regional ,2014
37,5335,8.00,240.00,385.00,180.00,201.00,4-8-0,0,12,South Florida Regional ,2014
38,4224,8.00,180.00,336.00,100.00,212.00,4-7-0,1,12,South Florida Regional ,2014
39,4562,8.00,170.00,525.00,160.00,222.00,4-8-0,0,12,South Florida Regional ,2014
40,1398,8.00,170.00,280.00,160.00,176.00,4-6-0,2,12,South Florida Regional ,2014
41,5007,6.00,220.00,386.00,180.00,286.00,3-9-0,0,12,South Florida Regional ,2014
42,4517,6.00,210.00,262.00,120.00,210.00,3-9-0,0,12,South Florida Regional ,2014
43,3376,6.00,200.00,325.00,130.00,248.00,3-9-0,0,12,South Florida Regional ,2014
44,1649,6.00,150.00,285.00,100.00,148.00,3-9-0,0,12,South Florida Regional ,2014
45,5187,4.00,120.00,325.00,130.00,145.00,2-10-0,0,12,South Florida Regional ,2014
46,5329,4.00,90.00,356.00,150.00,99.00,2-9-0,1,12,South Florida Regional ,2014
47,5018,1.00,110.00,230.00,90.00,213.00,0-11-1,0,12,South Florida Regional ,2014
1,2451,22.00,460.00,601.00,390.00,572.00,11-1-0,0,12,Midwest Regional,2014
2,1625,22.00,420.00,577.00,450.00,803.00,11-1-0,0,12,Midwest Regional,2014
3,2338,20.00,570.00,535.00,250.00,681.00,10-2-0,0,12,Midwest Regional,2014
4,4096,20.00,340.00,402.00,130.00,497.00,10-2-0,0,12,Midwest Regional,2014
5,1732,18.00,540.00,556.00,130.00,516.00,9-3-0,0,12,Midwest Regional,2014
6,695,18.00,340.00,401.00,210.00,557.00,9-3-0,0,12,Midwest Regional,2014
7,3061,18.00,210.00,443.00,120.00,522.00,9-3-0,0,12,Midwest Regional,2014
8,1675,16.00,340.00,345.00,190.00,448.00,8-4-0,0,12,Midwest Regional,2014
9,4241,16.00,170.00,453.00,100.00,315.00,8-4-0,0,12,Midwest Regional,2014
10,2704,15.00,290.00,281.00,220.00,425.00,7-4-1,0,12,Midwest Regional,2014
11,3067,14.00,360.00,382.00,240.00,328.00,7-5-0,0,12,Midwest Regional,2014
12,3352,14.00,320.00,330.00,220.00,306.00,7-5-0,0,12,Midwest Regional,2014
13,3646,14.00,290.00,336.00,220.00,429.00,7-5-0,0,12,Midwest Regional,2014
14,4676,14.00,220.00,336.00,200.00,524.00,7-5-0,0,12,Midwest Regional,2014
15,2022,14.00,200.00,362.00,130.00,444.00,7-5-0,0,12,Midwest Regional,2014
16,4645,14.00,150.00,255.00,90.00,401.00,7-5-0,0,12,Midwest Regional,2014
17,111,14.00,140.00,362.00,260.00,483.00,7-5-0,0,12,Midwest Regional,2014
18,5125,13.00,80.00,272.00,240.00,602.00,6-5-1,0,12,Midwest Regional,2014
19,2010,12.00,370.00,368.00,160.00,370.00,6-6-0,0,12,Midwest Regional,2014
20,2062,12.00,310.00,545.00,290.00,493.00,6-6-0,0,12,Midwest Regional,2014
21,2399,12.00,290.00,367.00,80.00,309.00,6-6-0,0,12,Midwest Regional,2014
22,2358,12.00,240.00,337.00,140.00,283.00,6-6-0,0,12,Midwest Regional,2014
23,2830,12.00,230.00,363.00,60.00,295.00,6-6-0,0,12,Midwest Regional,2014
24,2506,12.00,230.00,287.00,140.00,289.00,6-6-0,0,12,Midwest Regional,2014
25,1781,12.00,190.00,356.00,230.00,289.00,6-6-0,0,12,Midwest Regional,2014
26,5350,12.00,190.00,272.00,140.00,366.00,6-6-0,0,12,Midwest Regional,2014
27,4551,12.00,160.00,271.00,120.00,456.00,6-6-0,0,12,Midwest Regional,2014
28,1739,12.00,140.00,252.00,100.00,269.00,6-6-0,0,12,Midwest Regional,2014
29,4979,12.00,110.00,360.00,140.00,377.00,6-6-0,0,12,Midwest Regional,2014
30,2781,12.00,110.00,318.00,180.00,328.00,6-6-0,0,12,Midwest Regional,2014
31,4191,11.00,220.00,317.00,70.00,404.00,5-6-1,0,12,Midwest Regional,2014
32,1850,11.00,130.00,313.00,130.00,229.00,5-6-1,0,12,Midwest Regional,2014
33,3936,10.00,390.00,262.00,70.00,294.00,5-7-0,0,12,Midwest Regional,2014
34,3695,10.00,360.00,317.00,160.00,223.00,5-7-0,0,12,Midwest Regional,2014
35,71,10.00,350.00,535.00,220.00,741.00,5-7-0,0,12,Midwest Regional,2014
36,648,10.00,300.00,283.00,30.00,385.00,5-7-0,0,12,Midwest Regional,2014
37,2709,10.00,250.00,276.00,100.00,379.00,5-7-0,0,12,Midwest Regional,2014
38,3135,10.00,170.00,236.00,90.00,340.00,5-7-0,0,12,Midwest Regional,2014
39,2905,10.00,110.00,322.00,190.00,412.00,5-7-0,0,12,Midwest Regional,2014
40,101,10.00,110.00,308.00,130.00,391.00,5-7-0,0,12,Midwest Regional,2014
41,2115,10.00,100.00,253.00,180.00,397.00,5-5-0,2,12,Midwest Regional,2014
42,4302,9.00,160.00,266.00,160.00,230.00,4-7-1,0,12,Midwest Regional,2014
43,2197,9.00,140.00,331.00,140.00,164.00,4-7-1,0,12,Midwest Regional,2014
44,2151,8.00,160.00,210.00,90.00,425.00,4-8-0,0,12,Midwest Regional,2014
45,4972,8.00,90.00,299.00,180.00,245.00,4-8-0,0,12,Midwest Regional,2014
46,4787,8.00,70.00,227.00,100.00,408.00,4-8-0,0,12,Midwest Regional,2014
47,3110,6.00,130.00,273.00,120.00,572.00,3-9-0,0,12,Midwest Regional,2014
48,4292,6.00,120.00,301.00,70.00,413.00,3-9-0,0,12,Midwest Regional,2014
49,2136,6.00,110.00,240.00,220.00,299.00,3-9-0,0,12,Midwest Regional,2014
50,4702,6.00,90.00,318.00,140.00,419.00,3-9-0,0,12,Midwest Regional,2014
51,3177,6.00,60.00,287.00,110.00,414.00,3-8-0,1,12,Midwest Regional,2014
52,3488,4.00,90.00,156.00,30.00,175.00,2-9-0,1,12,Midwest Regional,2014
53,2725,4.00,50.00,223.00,110.00,406.00,2-10-0,0,12,Midwest Regional,2014
1,2973,18.00,330.00,480.00,150.00,352.00,9-1-0,0,10,Bayou Regional,2014
2,364,18.00,290.00,461.00,160.00,642.00,9-1-0,0,10,Bayou Regional,2014
3,1730,18.00,260.00,371.00,230.00,383.00,9-1-0,0,10,Bayou Regional,2014
4,1319,18.00,250.00,536.00,290.00,274.00,9-1-0,0,10,Bayou Regional,2014
5,3937,16.00,400.00,375.00,260.00,542.00,8-2-0,0,10,Bayou Regional,2014
6,3612,16.00,200.00,305.00,220.00,292.00,8-2-0,0,10,Bayou Regional,2014
7,3959,16.00,180.00,353.00,180.00,340.00,8-2-0,0,10,Bayou Regional,2014
8,456,14.00,450.00,436.00,220.00,365.00,7-3-0,0,10,Bayou Regional,2014
9,2992,14.00,240.00,357.00,180.00,229.00,7-3-0,0,10,Bayou Regional,2014
10,2190,14.00,200.00,350.00,140.00,389.00,7-3-0,0,10,Bayou Regional,2014
11,2078,14.00,110.00,225.00,100.00,328.00,7-3-0,0,10,Bayou Regional,2014
12,1421,12.00,380.00,492.00,100.00,235.00,6-4-0,0,10,Bayou Regional,2014
13,945,12.00,300.00,351.00,60.00,288.00,6-4-0,0,10,Bayou Regional,2014
14,1311,12.00,270.00,387.00,260.00,265.00,6-4-0,0,10,Bayou Regional,2014
15,2468,12.00,250.00,436.00,160.00,411.00,6-4-0,0,10,Bayou Regional,2014
16,3753,12.00,250.00,435.00,190.00,228.00,6-4-0,0,10,Bayou Regional,2014
17,4209,12.00,180.00,311.00,40.00,233.00,6-4-0,0,10,Bayou Regional,2014
18,2183,12.00,160.00,242.00,100.00,354.00,6-4-0,0,10,Bayou Regional,2014
19,4053,12.00,160.00,231.00,90.00,281.00,6-4-0,0,10,Bayou Regional,2014
20,3039,12.00,120.00,360.00,100.00,316.00,6-4-0,0,10,Bayou Regional,2014
21,2918,12.00,120.00,347.00,90.00,207.00,6-4-0,0,10,Bayou Regional,2014
22,5325,12.00,120.00,326.00,120.00,245.00,6-4-0,0,10,Bayou Regional,2014
23,1920,12.00,110.00,255.00,110.00,365.00,6-4-0,0,10,Bayou Regional,2014
24,1912,10.00,240.00,300.00,150.00,394.00,5-5-0,0,10,Bayou Regional,2014
25,2080,10.00,230.00,295.00,130.00,148.00,5-5-0,0,10,Bayou Regional,2014
26,1818,10.00,140.00,266.00,100.00,303.00,5-5-0,0,10,Bayou Regional,2014
27,34,10.00,130.00,255.00,80.00,165.00,5-5-0,0,10,Bayou Regional,2014
28,3961,10.00,130.00,242.00,110.00,227.00,5-5-0,0,10,Bayou Regional,2014
29,2817,10.00,120.00,195.00,90.00,303.00,5-5-0,0,10,Bayou Regional,2014
30,3606,10.00,80.00,257.00,110.00,197.00,5-5-0,0,10,Bayou Regional,2014
31,4721,10.00,70.00,205.00,110.00,277.00,5-5-0,0,10,Bayou Regional,2014
32,3227,10.00,60.00,261.00,90.00,258.00,5-5-0,0,10,Bayou Regional,2014
33,4353,10.00,50.00,236.00,50.00,261.00,5-5-0,0,10,Bayou Regional,2014
34,4978,8.00,210.00,255.00,60.00,267.00,4-6-0,0,10,Bayou Regional,2014
35,3350,8.00,190.00,251.00,130.00,336.00,4-6-0,0,10,Bayou Regional,2014
36,1927,8.00,180.00,275.00,180.00,288.00,4-6-0,0,10,Bayou Regional,2014
37,2221,8.00,170.00,421.00,50.00,142.00,4-6-0,0,10,Bayou Regional,2014
38,3991,8.00,170.00,280.00,140.00,190.00,4-6-0,0,10,Bayou Regional,2014
39,3319,8.00,160.00,358.00,60.00,179.00,4-6-0,0,10,Bayou Regional,2014
40,3616,8.00,160.00,323.00,150.00,164.00,4-6-0,0,10,Bayou Regional,2014
41,3468,8.00,120.00,242.00,110.00,143.00,4-6-0,0,10,Bayou Regional,2014
42,4107,8.00,110.00,262.00,120.00,220.00,4-6-0,0,10,Bayou Regional,2014
43,5168,8.00,100.00,231.00,90.00,218.00,4-6-0,0,10,Bayou Regional,2014
44,5028,8.00,60.00,252.00,120.00,148.00,4-6-0,0,10,Bayou Regional,2014
45,4805,8.00,40.00,302.00,140.00,85.00,4-6-0,0,10,Bayou Regional,2014
46,3337,6.00,170.00,192.00,60.00,201.00,3-7-0,0,10,Bayou Regional,2014
47,3946,6.00,130.00,241.00,90.00,170.00,3-7-0,0,10,Bayou Regional,2014
48,590,6.00,100.00,216.00,70.00,221.00,3-7-0,0,10,Bayou Regional,2014
49,5169,6.00,80.00,191.00,70.00,205.00,3-6-0,1,10,Bayou Regional,2014
50,4316,4.00,180.00,250.00,60.00,236.00,2-8-0,0,10,Bayou Regional,2014
51,3783,4.00,140.00,255.00,110.00,122.00,2-8-0,0,10,Bayou Regional,2014
52,4336,4.00,130.00,235.00,140.00,312.00,2-8-0,0,10,Bayou Regional,2014
53,5040,4.00,110.00,160.00,80.00,235.00,2-8-0,0,10,Bayou Regional,2014
54,2242,4.00,80.00,160.00,60.00,191.00,2-8-0,0,10,Bayou Regional,2014
55,4832,4.00,60.00,185.00,90.00,252.00,2-8-0,0,10,Bayou Regional,2014
56,4087,4.00,40.00,251.00,80.00,213.00,2-8-0,0,10,Bayou Regional,2014
57,5055,2.00,80.00,216.00,90.00,147.00,1-9-0,0,10,Bayou Regional,2014
1,1629,20.00,380.00,541.00,200.00,279.00,10-1-0,0,11,Chesapeake Regional,2014
2,2528,20.00,200.00,372.00,130.00,465.00,10-1-0,0,11,Chesapeake Regional,2014
3,1610,18.00,440.00,422.00,180.00,314.00,9-2-0,0,11,Chesapeake Regional,2014
4,2363,18.00,430.00,536.00,300.00,400.00,9-2-0,0,11,Chesapeake Regional,2014
5,4067,18.00,330.00,432.00,150.00,165.00,9-2-0,0,11,Chesapeake Regional,2014
6,1885,18.00,320.00,488.00,240.00,263.00,9-2-0,0,11,Chesapeake Regional,2014
7,2849,16.00,360.00,397.00,100.00,230.00,8-3-0,0,11,Chesapeake Regional,2014
8,686,16.00,260.00,422.00,200.00,247.00,8-3-0,0,11,Chesapeake Regional,2014
9,63,16.00,240.00,388.00,180.00,259.00,8-3-0,0,11,Chesapeake Regional,2014
10,2534,14.00,280.00,421.00,200.00,174.00,7-4-0,0,11,Chesapeake Regional,2014
11,233,14.00,250.00,456.00,210.00,259.00,7-4-0,0,11,Chesapeake Regional,2014
12,4456,14.00,250.00,325.00,110.00,295.00,7-4-0,0,11,Chesapeake Regional,2014
13,5106,14.00,190.00,272.00,110.00,230.00,7-4-0,0,11,Chesapeake Regional,2014
14,229,14.00,160.00,297.00,150.00,200.00,7-4-0,0,11,Chesapeake Regional,2014
15,2964,14.00,110.00,346.00,200.00,148.00,7-4-0,0,11,Chesapeake Regional,2014
16,1741,12.00,310.00,448.00,220.00,394.00,6-5-0,0,11,Chesapeake Regional,2014
17,2421,12.00,300.00,293.00,130.00,148.00,6-5-0,0,11,Chesapeake Regional,2014
18,4945,12.00,280.00,291.00,130.00,168.00,6-5-0,0,11,Chesapeake Regional,2014
19,3389,12.00,260.00,372.00,180.00,336.00,6-5-0,0,11,Chesapeake Regional,2014
20,3373,12.00,260.00,260.00,160.00,198.00,6-5-0,0,11,Chesapeake Regional,2014
21,2199,12.00,250.00,403.00,190.00,324.00,6-5-0,0,11,Chesapeake Regional,2014
22,401,12.00,180.00,375.00,250.00,159.00,6-5-0,0,11,Chesapeake Regional,2014
23,3793,12.00,180.00,341.00,180.00,186.00,6-5-0,0,11,Chesapeake Regional,2014
24,4505,12.00,180.00,303.00,90.00,70.00,6-5-0,0,11,Chesapeake Regional,2014
25,4514,12.00,160.00,244.00,120.00,84.00,6-5-0,0,11,Chesapeake Regional,2014
26,620,12.00,130.00,295.00,100.00,161.00,6-5-0,0,11,Chesapeake Regional,2014
27,623,11.00,280.00,382.00,150.00,258.00,5-5-1,0,11,Chesapeake Regional,2014
28,3748,11.00,120.00,266.00,80.00,248.00,5-5-1,0,11,Chesapeake Regional,2014
29,1111,10.00,310.00,498.00,270.00,217.00,5-6-0,0,11,Chesapeake Regional,2014
30,329,10.00,280.00,306.00,300.00,216.00,5-6-0,0,11,Chesapeake Regional,2014
31,2377,10.00,200.00,333.00,150.00,190.00,5-6-0,0,11,Chesapeake Regional,2014
32,53,10.00,160.00,339.00,160.00,318.00,5-6-0,0,11,Chesapeake Regional,2014
33,2819,10.00,140.00,252.00,130.00,186.00,5-6-0,0,11,Chesapeake Regional,2014
34,888,10.00,130.00,330.00,140.00,276.00,5-6-0,0,11,Chesapeake Regional,2014
35,2537,10.00,100.00,342.00,130.00,108.00,5-6-0,0,11,Chesapeake Regional,2014
36,4949,10.00,70.00,347.00,120.00,225.00,5-6-0,0,11,Chesapeake Regional,2014
37,4541,9.00,140.00,347.00,110.00,205.00,4-6-1,0,11,Chesapeake Regional,2014
38,1547,8.00,230.00,343.00,150.00,131.00,4-7-0,0,11,Chesapeake Regional,2014
39,1195,8.00,170.00,319.00,120.00,323.00,4-7-0,0,11,Chesapeake Regional,2014
40,4638,8.00,170.00,226.00,150.00,285.00,4-7-0,0,11,Chesapeake Regional,2014
41,4137,8.00,140.00,360.00,110.00,156.00,4-7-0,0,11,Chesapeake Regional,2014
42,5115,8.00,140.00,267.00,110.00,176.00,4-7-0,0,11,Chesapeake Regional,2014
43,3714,8.00,140.00,187.00,90.00,307.00,4-7-0,0,11,Chesapeake Regional,2014
44,1446,8.00,120.00,187.00,120.00,262.00,4-6-0,1,11,Chesapeake Regional,2014
45,1748,8.00,100.00,257.00,130.00,174.00,4-7-0,0,11,Chesapeake Regional,2014
46,3941,8.00,100.00,248.00,120.00,312.00,4-7-0,0,11,Chesapeake Regional,2014
47,3650,6.00,210.00,334.00,130.00,186.00,3-8-0,0,11,Chesapeake Regional,2014
48,2483,6.00,190.00,263.00,90.00,67.00,3-8-0,0,11,Chesapeake Regional,2014
49,1719,5.00,300.00,251.00,90.00,116.00,2-8-1,0,11,Chesapeake Regional,2014
50,4464,5.00,160.00,285.00,110.00,101.00,2-8-1,0,11,Chesapeake Regional,2014
51,3283,4.00,150.00,192.00,80.00,185.00,2-9-0,0,11,Chesapeake Regional,2014
52,1601,4.00,120.00,249.00,100.00,117.00,2-9-0,0,11,Chesapeake Regional,2014
53,1389,3.00,130.00,175.00,60.00,60.00,1-9-1,0,11,Chesapeake Regional,2014
54,5269,2.00,60.00,147.00,140.00,90.00,1-10-0,0,11,Chesapeake Regional,2014
1,2485,20.00,580.00,541.00,260.00,505.00,10-1-0,0,11,Las Vegas Regional,2014
2,2122,19.00,480.00,560.00,380.00,370.00,9-1-1,0,11,Las Vegas Regional,2014
3,1717,18.00,480.00,477.00,160.00,450.00,9-2-0,0,11,Las Vegas Regional,2014
4,399,17.00,470.00,575.00,230.00,348.00,8-2-1,0,11,Las Vegas Regional,2014
5,987,16.00,540.00,505.00,180.00,466.00,8-3-0,0,11,Las Vegas Regional,2014
6,3255,16.00,440.00,551.00,240.00,394.00,8-3-0,0,11,Las Vegas Regional,2014
7,3309,16.00,410.00,430.00,250.00,348.00,8-3-0,0,11,Las Vegas Regional,2014
8,60,16.00,350.00,507.00,200.00,333.00,8-3-0,0,11,Las Vegas Regional,2014
9,2102,16.00,310.00,510.00,190.00,461.00,8-3-0,0,11,Las Vegas Regional,2014
10,3476,14.00,500.00,436.00,250.00,622.00,7-4-0,0,11,Las Vegas Regional,2014
11,4,14.00,490.00,401.00,130.00,327.00,7-4-0,0,11,Las Vegas Regional,2014
12,3245,14.00,410.00,525.00,240.00,391.00,7-4-0,0,11,Las Vegas Regional,2014
13,4146,14.00,370.00,511.00,210.00,242.00,7-4-0,0,11,Las Vegas Regional,2014
14,2403,14.00,360.00,426.00,160.00,319.00,7-4-0,0,11,Las Vegas Regional,2014
15,1572,14.00,350.00,516.00,230.00,258.00,7-4-0,0,11,Las Vegas Regional,2014
16,988,14.00,180.00,476.00,170.00,352.00,7-4-0,0,11,Las Vegas Regional,2014
17,1165,13.00,380.00,540.00,240.00,354.00,6-4-1,0,11,Las Vegas Regional,2014
18,3598,12.00,430.00,535.00,160.00,247.00,6-5-0,0,11,Las Vegas Regional,2014
19,1538,12.00,400.00,586.00,240.00,311.00,6-5-0,0,11,Las Vegas Regional,2014
20,2486,12.00,400.00,435.00,280.00,402.00,6-5-0,0,11,Las Vegas Regional,2014
21,3288,12.00,380.00,476.00,180.00,329.00,6-5-0,0,11,Las Vegas Regional,2014
22,2478,12.00,280.00,386.00,240.00,397.00,6-5-0,0,11,Las Vegas Regional,2014
23,3019,11.00,340.00,445.00,190.00,375.00,5-5-1,0,11,Las Vegas Regional,2014
24,4322,10.00,390.00,346.00,90.00,275.00,5-6-0,0,11,Las Vegas Regional,2014
25,4276,10.00,360.00,542.00,200.00,395.00,5-6-0,0,11,Las Vegas Regional,2014
26,3473,10.00,320.00,380.00,120.00,278.00,5-6-0,0,11,Las Vegas Regional,2014
27,3011,10.00,300.00,412.00,130.00,325.00,5-6-0,0,11,Las Vegas Regional,2014
28,4800,10.00,290.00,425.00,150.00,184.00,5-6-0,0,11,Las Vegas Regional,2014
29,4962,10.00,280.00,436.00,170.00,269.00,5-6-0,0,11,Las Vegas Regional,2014
30,3009,10.00,170.00,458.00,150.00,233.00,5-6-0,0,11,Las Vegas Regional,2014
31,1631,10.00,160.00,361.00,150.00,334.00,5-6-0,0,11,Las Vegas Regional,2014
32,2034,10.00,150.00,335.00,150.00,429.00,5-6-0,0,11,Las Vegas Regional,2014
33,2493,10.00,130.00,251.00,130.00,406.00,5-6-0,0,11,Las Vegas Regional,2014
34,1661,9.00,210.00,440.00,170.00,252.00,4-6-1,0,11,Las Vegas Regional,2014
35,1726,8.00,400.00,446.00,130.00,289.00,4-7-0,0,11,Las Vegas Regional,2014
36,3965,8.00,390.00,466.00,170.00,296.00,4-7-0,0,11,Las Vegas Regional,2014
37,1266,8.00,360.00,485.00,130.00,317.00,4-7-0,0,11,Las Vegas Regional,2014
38,1197,8.00,260.00,431.00,160.00,358.00,4-7-0,0,11,Las Vegas Regional,2014
39,3577,8.00,250.00,402.00,160.00,399.00,4-7-0,0,11,Las Vegas Regional,2014
40,3187,8.00,230.00,374.00,130.00,409.00,4-7-0,0,11,Las Vegas Regional,2014
41,4792,8.00,230.00,296.00,110.00,213.00,4-7-0,0,11,Las Vegas Regional,2014
42,5012,7.00,300.00,405.00,150.00,334.00,3-7-1,0,11,Las Vegas Regional,2014
43,3501,6.00,450.00,446.00,50.00,403.00,3-8-0,0,11,Las Vegas Regional,2014
44,1515,6.00,290.00,452.00,170.00,148.00,3-8-0,0,11,Las Vegas Regional,2014
45,687,6.00,250.00,361.00,120.00,218.00,3-8-0,0,11,Las Vegas Regional,2014
46,4160,6.00,240.00,358.00,110.00,292.00,3-8-0,0,11,Las Vegas Regional,2014
47,2429,6.00,130.00,318.00,70.00,423.00,3-8-0,0,11,Las Vegas Regional,2014
48,5049,4.00,150.00,373.00,90.00,319.00,2-9-0,0,11,Las Vegas Regional,2014
49,4470,4.00,120.00,340.00,140.00,293.00,2-9-0,0,11,Las Vegas Regional,2014
50,585,4.00,100.00,301.00,100.00,295.00,2-9-0,0,11,Las Vegas Regional,2014
1,334,16.00,190.00,275.00,160.00,416.00,8-1-0,0,9,New York City Regional,2014
2,694,15.00,190.00,310.00,210.00,223.00,7-1-1,0,9,New York City Regional,2014
3,1230,14.00,290.00,315.00,200.00,205.00,7-2-0,0,9,New York City Regional,2014
4,5289,14.00,170.00,160.00,70.00,160.00,7-2-0,0,9,New York City Regional,2014
5,3158,14.00,160.00,285.00,210.00,359.00,7-2-0,0,9,New York City Regional,2014
6,3419,14.00,120.00,326.00,230.00,272.00,7-2-0,0,9,New York City Regional,2014
7,354,14.00,100.00,322.00,70.00,131.00,7-2-0,0,9,New York City Regional,2014
8,597,13.00,180.00,290.00,240.00,269.00,6-2-1,0,9,New York City Regional,2014
9,3017,13.00,150.00,260.00,90.00,174.00,6-2-1,0,9,New York City Regional,2014
10,3059,13.00,140.00,305.00,170.00,328.00,6-2-1,0,9,New York City Regional,2014
11,4039,12.00,180.00,376.00,210.00,355.00,6-3-0,0,9,New York City Regional,2014
12,369,12.00,170.00,270.00,140.00,303.00,6-3-0,0,9,New York City Regional,2014
13,1396,12.00,160.00,265.00,160.00,168.00,6-3-0,0,9,New York City Regional,2014
14,2601,12.00,150.00,312.00,160.00,377.00,6-3-0,0,9,New York City Regional,2014
15,743,12.00,80.00,156.00,50.00,192.00,6-3-0,0,9,New York City Regional,2014
16,4012,12.00,60.00,276.00,180.00,490.00,6-3-0,0,9,New York City Regional,2014
17,4122,11.00,150.00,312.00,140.00,223.00,5-3-1,0,9,New York City Regional,2014
18,375,11.00,110.00,190.00,80.00,156.00,5-3-1,0,9,New York City Regional,2014
19,4571,11.00,60.00,241.00,140.00,278.00,5-3-1,0,9,New York City Regional,2014
20,806,11.00,40.00,218.00,80.00,143.00,5-3-1,0,9,New York City Regional,2014
21,395,10.00,160.00,297.00,170.00,228.00,5-4-0,0,9,New York City Regional,2014
22,3940,10.00,150.00,275.00,200.00,180.00,5-4-0,0,9,New York City Regional,2014
23,514,10.00,150.00,242.00,110.00,96.00,5-4-0,0,9,New York City Regional,2014
24,1156,10.00,130.00,260.00,170.00,182.00,5-4-0,0,9,New York City Regional,2014
25,1635,10.00,130.00,221.00,140.00,210.00,5-4-0,0,9,New York City Regional,2014
26,640,10.00,130.00,220.00,160.00,229.00,5-4-0,0,9,New York City Regional,2014
27,1600,10.00,120.00,230.00,190.00,263.00,5-4-0,0,9,New York City Regional,2014
28,2579,10.00,110.00,220.00,140.00,267.00,5-4-0,0,9,New York City Regional,2014
29,3204,10.00,110.00,205.00,100.00,138.00,5-4-0,0,9,New York City Regional,2014
30,5151,10.00,100.00,156.00,100.00,150.00,5-4-0,0,9,New York City Regional,2014
31,335,10.00,80.00,175.00,110.00,184.00,5-4-0,0,9,New York City Regional,2014
32,2344,10.00,60.00,221.00,90.00,201.00,5-4-0,0,9,New York City Regional,2014
33,3137,9.00,180.00,295.00,170.00,289.00,4-4-1,0,9,New York City Regional,2014
34,353,9.00,160.00,202.00,180.00,267.00,4-4-1,0,9,New York City Regional,2014
35,333,9.00,100.00,310.00,110.00,225.00,4-4-1,0,9,New York City Regional,2014
36,5298,9.00,100.00,180.00,90.00,295.00,4-4-1,0,9,New York City Regional,2014
37,271,8.00,150.00,312.00,190.00,58.00,4-5-0,0,9,New York City Regional,2014
38,1884,8.00,140.00,232.00,110.00,90.00,4-5-0,0,9,New York City Regional,2014
39,4797,8.00,120.00,238.00,130.00,242.00,4-5-0,0,9,New York City Regional,2014
40,3171,8.00,100.00,290.00,160.00,229.00,4-5-0,0,9,New York City Regional,2014
41,810,8.00,90.00,171.00,110.00,215.00,4-5-0,0,9,New York City Regional,2014
42,4640,8.00,80.00,245.00,120.00,246.00,4-5-0,0,9,New York City Regional,2014
43,3760,8.00,80.00,211.00,130.00,287.00,4-5-0,0,9,New York City Regional,2014
